,participant_country,participant_country_id,participant_maddison_code,participant_region,participant_deaths,conflict_name,conflict_start_year,conflict_end_year,COW_id,UCDP_id,state_conflict_type,year,year_deaths_share,year_deaths
2832,Myanmar (Burma),775.0,MMR,Asia,4550.0,Government of Myanmar (Burma) vs. KNU,1989,2015,,221,Internal,2010,0.026593406593406595,121.0
2833,Myanmar (Burma),775.0,MMR,Asia,492.0,Government of Myanmar (Burma) vs. MNDAA,2009,2017,,439,Internal,2010,0.0020325203252032522,1.0
2834,Myanmar (Burma),775.0,MMR,Asia,2034.0,Government of Myanmar (Burma) vs. MTA,1996,2016,,264,Internal,2010,0.017699115044247787,36.0
2835,Nigeria,475.0,NGA,Africa,11894.0,Government of Nigeria vs. Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,2009,2017,,297,Internal,2010,0.0015133680847486128,18.0
2836,Pakistan,770.0,PAK,Asia,1221.0,Government of Pakistan vs. BLA,2004,2017,,325,Internal,2010,0.015561015561015561,19.0
2837,Pakistan,770.0,PAK,Asia,28641.0,Government of Pakistan vs. MQM,2007,2017,,404,Internal,2010,0.19461610977270347,5574.0
2838,Peru,135.0,PER,Americas,6788.0,"Government of Peru vs. MRTA, Sendero Luminoso",1989,2017,,292,Internal,2010,0.0041249263406010605,28.0
2839,Philippines,840.0,PHL,Asia,7960.0,"Government of Philippines vs. CPP, Military faction (forces of Honasan, Abenina & Zumel)",1989,2017,,209,Internal,2010,0.03241206030150754,258.0
2840,Philippines,840.0,PHL,Asia,7999.0,Government of Philippines vs. MNLF,1990,2016,,308,Internal,2010,0.009501187648456057,76.0
2841,Russia,365.0,RUS,Europe,2946.0,Government of Russia (Soviet Union) vs. Forces of the Caucasus Emirate,2007,2017,,432,Internal,2010,0.14188730482009504,418.0
2842,Rwanda,517.0,RWA,Africa,5418.0,Government of Rwanda vs. FPR,2001,2017,,374,Internationalised internal,2010,0.00516795865633075,28.0
2843,DR Congo (Zaire),490.0,COD,Africa,4159.0,Government of Rwanda vs. FPR,2001,2017,,374,Internationalised internal,2010,0.043279634527530655,180.0
2844,Senegal,433.0,SEN,Africa,1492.0,Government of Senegal vs. MFDC,1990,2013,,375,Internal,2010,0.010723860589812333,16.0
2845,Somalia,520.0,SOM,Africa,32049.0,"Government of Somalia vs. SNM, SPM",2008,2017,,337,Internal,2010,0.06711597865768043,2151.0
2846,Sudan,625.0,SDN,Africa,49070.0,Government of Sudan vs. SPLM/A,2003,2011,,309,Internal,2010,0.02062359894028938,1012.0
2847,Tajikistan,702.0,TJK,Asia,9184.0,"Government of Tajikistan vs. PFT, UTO",2000,2010,,395,Internal,2010,0.010670731707317074,98.0
2848,Thailand,800.0,THA,Asia,1823.0,Government of Thailand vs. Patani insurgents,2003,2017,,423,Internal,2010,0.04114097641250686,75.0
2849,Turkey,640.0,TUR,Europe,584.0,Government of Turkey vs. Devrimci Sol,2005,2017,,383,Internal,2010,0.011986301369863013,7.0
2850,Turkey,640.0,TUR,Europe,29225.0,Government of Turkey vs. PKK,1989,2017,,354,Internal,2010,0.011154833190761335,326.0
2851,Uganda,500.0,UGA,Africa,10569.0,"Government of Uganda vs. LRA, UPA",1989,2017,,314,Internal,2010,0.005393130854385467,57.0
2852,DR Congo (Zaire),490.0,COD,Africa,2903.0,"Government of Uganda vs. LRA, UPA",1996,2017,,314,Internal,2010,0.021701687909059592,63.0
2853,Afghanistan,700.0,AFG,Middle East,4767.0,Government of United States of America vs. al-Qaida,2001,2017,,418,Internationalised internal,2010,0.065659744073841,313.0
2854,Yemen (North),678.0,YAR,Middle East,17391.0,Government of Yemen (North Yemen) vs. AQAP,2009,2017,,230,Internationalised internal,2010,0.010062676096831695,175.0
2855,Australia,900.0,AUS,Asia,41.0,War in Afghanistan,2001,2017,,418,Interstate,2010,0.243902439,10.0
2856,Canada,20.0,CAN,Americas,158.0,War in Afghanistan,2001,2017,,418,Interstate,2010,0.101265823,16.0
2857,Denmark,390.0,DNK,Europe,43.0,War in Afghanistan,2001,2017,,418,Interstate,2010,0.209302326,9.0
2858,Estonia,366.0,EST,Europe,9.0,War in Afghanistan,2001,2017,,418,Interstate,2010,0.111111111,1.0
2859,France,220.0,FRA,Europe,86.0,War in Afghanistan,2001,2017,,418,Interstate,2010,0.186046512,16.0
2860,Georgia,372.0,GEO,Europe,29.0,War in Afghanistan,2001,2017,,418,Interstate,2010,0.172413793,5.0
2861,Germany,255.0,DEU,Europe,54.0,War in Afghanistan,2001,2017,,418,Interstate,2010,0.166666667,9.0
2862,Hungary,310.0,HUN,Europe,7.0,War in Afghanistan,2001,2017,,418,Interstate,2010,0.28571428600000004,2.0
2863,Italy,325.0,ITA,Europe,48.0,War in Afghanistan,2001,2017,,418,Interstate,2010,0.25,12.0
2864,Netherlands,210.0,NLD,Europe,25.0,War in Afghanistan,2001,2017,,418,Interstate,2010,0.16,4.0
2865,New Zealand,920.0,NZL,Asia,11.0,War in Afghanistan,2001,2017,,418,Interstate,2010,0.090909091,1.0
2866,Norway,385.0,NOR,Europe,10.0,War in Afghanistan,2001,2017,,418,Interstate,2010,0.5,5.0
2867,Poland,290.0,POL,Europe,40.0,War in Afghanistan,2001,2017,,418,Interstate,2010,0.15,6.0
2868,Romania,360.0,ROU,Europe,24.0,War in Afghanistan,2001,2017,,418,Interstate,2010,0.25,6.0
2869,Spain,230.0,ESP,Europe,34.0,War in Afghanistan,2001,2017,,418,Interstate,2010,0.117647059,4.0
2870,Sweden,380.0,SWE,Europe,5.0,War in Afghanistan,2001,2017,,418,Interstate,2010,0.6,3.0
2871,United Kingdom,200.0,GBR,Europe,455.0,War in Afghanistan,2001,2017,,418,Interstate,2010,0.22637362600000002,103.0
2872,United States,2.0,USA,Americas,2406.0,War in Afghanistan,2001,2017,,418,Interstate,2010,0.20739817100000002,499.0
2873,United States,2.0,USA,Americas,4541.0,War in Iraq,2003,2017,,259,Interstate,2010,0.013212949,60.0
2874,Afghanistan,700.0,AFG,Middle East,178183.0,"Government of Afghanistan vs. Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1989,2016,,333,Internationalised internal,2011,0.041670641980435845,7425.0
2875,Algeria,615.0,DZA,Africa,18887.0,Government of Algeria vs. Takfir wa'l Hijra,1998,2017,,386,Internal,2011,0.014136707788425901,267.0
2876,Angola,540.0,AGO,Africa,503.0,Government of Angola vs. FLEC-R,1992,2017,,387,Internal,2011,0.007952286282306162,4.0
2877,Azerbaijan,373.0,AZE,Europe,5465.0,Government of Azerbaijan vs. Republic of Artsakh,1991,2017,,388,Internationalised internal,2011,0.0038426349496797803,21.0
2878,Cambodia,811.0,KHM,Asia,22.0,Government of Cambodia (Kampuchea) vs. Government of Thailand,1995,2011,,294,Interstate,2011,0.6818181818181818,15.0
2879,Thailand,800.0,THA,Asia,30.0,Government of Cambodia (Kampuchea) vs. Government of Thailand,1995,2011,,294,Interstate,2011,0.4666666666666667,14.0
2880,Central African Republic,482.0,CAF,Africa,911.0,Government of Central African Republic vs. Military faction (forces of Andr? Kolingba),2009,2011,,416,Internationalised internal,2011,0.048298572996706916,44.0
2881,Colombia,100.0,COL,Americas,19687.0,"Government of Colombia vs. ELN, EPL, FARC",1989,2016,,289,Internal,2011,0.010260578046426575,202.0
2882,DR Congo (Zaire),490.0,COD,Africa,18969.0,Government of DR Congo (Zaire) vs. AFDL,2010,2017,,283,Internationalised internal,2011,0.0021614212662765565,41.0
2883,DR Congo (Zaire),490.0,COD,Africa,196.0,Government of DR Congo (Zaire) vs. Kata Katanga,2011,2016,,265,Internal,2011,0.02040816326530612,4.0
2884,Ethiopia,530.0,ETH,Africa,1381.0,Government of Ethiopia vs. AIAI,1994,2017,,329,Internal,2011,0.018102824040550327,25.0
2885,Ethiopia,530.0,ETH,Africa,2156.0,Government of Ethiopia vs. OLF,1989,2016,,413,Internal,2011,0.011595547309833023,25.0
2886,Georgia,372.0,GEO,Europe,2180.0,Government of Georgia vs. Republic of Abkhazia,1992,2011,,392,Internal,2011,0.0,0.0
2887,India,750.0,IND,Asia,835.0,Government of India vs. ABSU,1992,2011,,421,Internal,2011,0.02035928143712575,17.0
2888,India,750.0,IND,Asia,117.0,Government of India vs. GNLA,2010,2016,,11342,Internal,2011,0.13675213675213677,16.0
2889,India,750.0,IND,Asia,1030.0,Government of India vs. Government of Pakistan,1989,2017,,218,Interstate,2011,0.000970873786407767,1.0
2890,Pakistan,770.0,PAK,Asia,789.0,Government of India vs. Government of Pakistan,1989,2017,,218,Interstate,2011,0.0038022813688212928,3.0
2891,India,750.0,IND,Asia,17671.0,Government of India vs. Kashmir insurgents,1989,2017,,364,Internal,2011,0.0079225850263143,140.0
2892,India,750.0,IND,Asia,491.0,Government of India vs. NSCN-IM,1992,2017,,251,Internal,2011,0.016293279022403257,8.0
2893,India,750.0,IND,Asia,61.0,Government of India vs. PULF,2000,2011,,434,Internal,2011,0.01639344262295082,1.0
2894,India,750.0,IND,Asia,6102.0,Government of India vs. PWG,2004,2017,,227,Internal,2011,0.04801704359226483,293.0
2895,India,750.0,IND,Asia,1175.0,Government of India vs. ULFA,1989,2016,,365,Internal,2011,0.00851063829787234,10.0
2896,India,750.0,IND,Asia,976.0,Government of India vs. UNLF,1992,2015,,347,Internal,2011,0.00819672131147541,8.0
2897,Iran,630.0,IRN,Middle East,1192.0,Government of Iran vs. MEK,2003,2012,,338,Internal,2011,0.19211409395973153,229.0
2898,Iraq,645.0,IRQ,Middle East,63030.0,Government of Iraq vs. SCIRI,2003,2011,,259,Internal,2011,0.013707758210376012,864.0
2899,Israel,666.0,ISR,Middle East,6262.0,"Government of Israel vs. PFLP, PFLP-GC",1989,2017,,234,Internal,2011,0.011497923985946982,72.0
2900,Ivory Coast,437.0,CIV,Africa,882.0,"Government of Ivory Coast vs. MPCI, MPIGO",2004,2011,,419,Internal,2011,0.06349206349206349,56.0
2901,Libya,620.0,LBY,Africa,2731.0,"Government of Libya vs. Forces of Muammar Gaddafi, NTC",2011,2011,,11346,Internal,2011,0.7067008421823507,1930.0
2902,Mauritania,435.0,MRT,Africa,24.0,Government of Mauritania vs. AQIM,2008,2012,,442,Internationalised internal,2011,0.125,3.0
2903,Mali,432.0,MLI,Africa,44.0,Government of Mauritania vs. AQIM,2008,2012,,442,Internationalised internal,2011,0.5227272727272727,23.0
2904,Myanmar (Burma),775.0,MMR,Asia,1605.0,Government of Myanmar (Burma) vs. KIO,1989,2017,,231,Internal,2011,0.13021806853582554,209.0
2905,Myanmar (Burma),775.0,MMR,Asia,4550.0,Government of Myanmar (Burma) vs. KNU,1989,2015,,221,Internal,2011,0.0734065934065934,334.0
2906,Myanmar (Burma),775.0,MMR,Asia,2034.0,Government of Myanmar (Burma) vs. MTA,1996,2016,,264,Internal,2011,0.08357915437561456,170.0
2907,Myanmar (Burma),775.0,MMR,Asia,640.0,Government of Myanmar (Burma) vs. NSCN-K,1991,2011,,11475,Internal,2011,0.0078125,5.0
2908,Myanmar (Burma),775.0,MMR,Asia,155.0,Government of Myanmar (Burma) vs. UWSA,1997,2015,,422,Internal,2011,0.0064516129032258064,1.0
2909,Nigeria,475.0,NGA,Africa,11894.0,Government of Nigeria vs. Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,2009,2017,,297,Internal,2011,0.02724062552547503,324.0
2910,Pakistan,770.0,PAK,Asia,1221.0,Government of Pakistan vs. BLA,2004,2017,,325,Internal,2011,0.042588042588042586,52.0
2911,Pakistan,770.0,PAK,Asia,28641.0,Government of Pakistan vs. MQM,2007,2017,,404,Internal,2011,0.0907091232848015,2598.0
2912,Peru,135.0,PER,Americas,6788.0,"Government of Peru vs. MRTA, Sendero Luminoso",1989,2017,,292,Internal,2011,0.0017678255745433118,12.0
2913,Philippines,840.0,PHL,Asia,7960.0,"Government of Philippines vs. CPP, Military faction (forces of Honasan, Abenina & Zumel)",1989,2017,,209,Internal,2011,0.02562814070351759,204.0
2914,Philippines,840.0,PHL,Asia,7999.0,Government of Philippines vs. MNLF,1990,2016,,308,Internal,2011,0.0182522815351919,146.0
2915,Russia,365.0,RUS,Europe,2946.0,Government of Russia (Soviet Union) vs. Forces of the Caucasus Emirate,2007,2017,,432,Internal,2011,0.1218601493550577,359.0
2916,Rwanda,517.0,RWA,Africa,5418.0,Government of Rwanda vs. FPR,2001,2017,,374,Internationalised internal,2011,0.0036913990402362494,20.0
2917,DR Congo (Zaire),490.0,COD,Africa,4159.0,Government of Rwanda vs. FPR,2001,2017,,374,Internationalised internal,2011,0.02308247174801635,96.0
2918,Senegal,433.0,SEN,Africa,1492.0,Government of Senegal vs. MFDC,1990,2013,,375,Internal,2011,0.01675603217158177,25.0
2919,Somalia,520.0,SOM,Africa,32049.0,"Government of Somalia vs. SNM, SPM",2008,2017,,337,Internal,2011,0.06046990545726856,1938.0
2920,South Sudan (merged with Sudan),626.0,SDN,Africa,4639.0,"Government of South Sudan vs. SSDM/A, SSLM/A",2011,2011,,11345,Internal,2011,0.04656175899978444,216.0
2921,Spain,230.0,ESP,Europe,211.0,Government of Spain vs. ETA,1989,2011,,342,Internal,2011,0.004739336492890996,1.0
2922,Sudan,625.0,SDN,Africa,145.0,Government of Sudan vs. Republic of South Sudan,2011,2011,,11344,Internal,2011,1.0,145.0
2923,Sudan,625.0,SDN,Africa,49070.0,Government of Sudan vs. SPLM/A,2003,2011,,309,Internal,2011,0.025657224373344202,1259.0
2924,Syria,652.0,SYR,Middle East,233084.0,Government of Syria vs. Syrian insurgents,2011,2017,,299,Interstate,2011,0.004135848,964.0
2925,Tajikistan,702.0,TJK,Asia,9184.0,"Government of Tajikistan vs. PFT, UTO",2005,2013,,395,Internal,2011,0.003048780487804878,28.0
2926,Thailand,800.0,THA,Asia,1823.0,Government of Thailand vs. Patani insurgents,2003,2017,,423,Internal,2011,0.07789358200767965,142.0
2927,Turkey,640.0,TUR,Europe,584.0,Government of Turkey vs. Devrimci Sol,2005,2017,,383,Internal,2011,0.0017123287671232876,1.0
2928,Turkey,640.0,TUR,Europe,29225.0,Government of Turkey vs. PKK,1989,2017,,354,Internal,2011,0.020633019674935842,603.0
2929,Uganda,500.0,UGA,Africa,10569.0,"Government of Uganda vs. LRA, UPA",1989,2017,,314,Internal,2011,0.006812375816065853,72.0
2930,DR Congo (Zaire),490.0,COD,Africa,2903.0,"Government of Uganda vs. LRA, UPA",1996,2017,,314,Internal,2011,0.022046159145711335,64.0
2931,United Kingdom,200.0,GBR,Europe,183.0,Government of United Kingdom vs. PIRA,1998,2011,,315,Internal,2011,0.00546448087431694,1.0
2932,Afghanistan,700.0,AFG,Middle East,4767.0,Government of United States of America vs. al-Qaida,2001,2017,,418,Internationalised internal,2011,0.042584434654919234,203.0
2933,Yemen (North),678.0,YAR,Middle East,17391.0,Government of Yemen (North Yemen) vs. AQAP,2009,2017,,230,Internationalised internal,2011,0.06555114714507504,1140.0
2934,Australia,900.0,AUS,Asia,41.0,War in Afghanistan,2001,2017,,418,Interstate,2011,0.26829268300000003,11.0
2935,Canada,20.0,CAN,Americas,158.0,War in Afghanistan,2001,2017,,418,Interstate,2011,0.025316456,4.0
2936,Czech Republic,316.0,CZE,Europe,10.0,War in Afghanistan,2001,2017,,418,Interstate,2011,0.2,2.0
2937,Denmark,390.0,DNK,Europe,43.0,War in Afghanistan,2001,2017,,418,Interstate,2011,0.069767442,3.0
2938,Estonia,366.0,EST,Europe,9.0,War in Afghanistan,2001,2017,,418,Interstate,2011,0.111111111,1.0
2939,Finland,375.0,FIN,Europe,2.0,War in Afghanistan,2001,2017,,418,Interstate,2011,0.5,1.0
2940,France,220.0,FRA,Europe,86.0,War in Afghanistan,2001,2017,,418,Interstate,2011,0.302325581,26.0
2941,Georgia,372.0,GEO,Europe,29.0,War in Afghanistan,2001,2017,,418,Interstate,2011,0.172413793,5.0
2942,Germany,255.0,DEU,Europe,54.0,War in Afghanistan,2001,2017,,418,Interstate,2011,0.12962963,7.0
2943,Hungary,310.0,HUN,Europe,7.0,War in Afghanistan,2001,2017,,418,Interstate,2011,0.428571429,3.0
2944,Italy,325.0,ITA,Europe,48.0,War in Afghanistan,2001,2017,,418,Interstate,2011,0.166666667,8.0
2945,Jordan,663.0,JOR,Middle East,2.0,War in Afghanistan,2001,2017,,418,Interstate,2011,0.5,1.0
2946,New Zealand,920.0,NZL,Asia,11.0,War in Afghanistan,2001,2017,,418,Interstate,2011,0.363636364,4.0
2947,Norway,385.0,NOR,Europe,10.0,War in Afghanistan,2001,2017,,418,Interstate,2011,0.1,1.0
2948,Poland,290.0,POL,Europe,40.0,War in Afghanistan,2001,2017,,418,Interstate,2011,0.325,13.0
2949,Romania,360.0,ROU,Europe,24.0,War in Afghanistan,2001,2017,,418,Interstate,2011,0.083333333,2.0
2950,Spain,230.0,ESP,Europe,34.0,War in Afghanistan,2001,2017,,418,Interstate,2011,0.117647059,4.0
2951,United Kingdom,200.0,GBR,Europe,455.0,War in Afghanistan,2001,2017,,418,Interstate,2011,0.10109890099999999,46.0
2952,United States,2.0,USA,Americas,2406.0,War in Afghanistan,2001,2017,,418,Interstate,2011,0.17373233600000001,418.0
2953,United States,2.0,USA,Americas,4541.0,War in Iraq,2003,2017,,259,Interstate,2011,0.011891654,54.0
2954,Afghanistan,700.0,AFG,Middle East,178183.0,"Government of Afghanistan vs. Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1989,2016,,333,Internationalised internal,2012,0.0434272629824394,7738.0
2955,Algeria,615.0,DZA,Africa,18887.0,Government of Algeria vs. Takfir wa'l Hijra,1998,2017,,386,Internal,2012,0.013554296606131201,256.0
2956,Angola,540.0,AGO,Africa,503.0,Government of Angola vs. FLEC-R,1992,2017,,387,Internal,2012,0.003976143141153081,2.0
2957,Azerbaijan,373.0,AZE,Europe,5465.0,Government of Azerbaijan vs. Republic of Artsakh,1991,2017,,388,Internationalised internal,2012,0.004574565416285453,25.0
2958,Burundi,516.0,BDI,Africa,8828.0,Government of Burundi vs. Palipehutu,2012,2015,,287,Internal,2012,0.0011327594019030357,10.0
2959,Central African Republic,482.0,CAF,Africa,911.0,Government of Central African Republic vs. Military faction (forces of Andr? Kolingba),2012,2013,,416,Internationalised internal,2012,0.04939626783754116,45.0
2960,Colombia,100.0,COL,Americas,19687.0,"Government of Colombia vs. ELN, EPL, FARC",1989,2016,,289,Internal,2012,0.010717732513841621,211.0
2961,DR Congo (Zaire),490.0,COD,Africa,18969.0,Government of DR Congo (Zaire) vs. AFDL,2010,2017,,283,Internationalised internal,2012,0.03785123095576994,718.0
2962,DR Congo (Zaire),490.0,COD,Africa,196.0,Government of DR Congo (Zaire) vs. Kata Katanga,2011,2016,,265,Internal,2012,0.07142857142857142,14.0
2963,Ethiopia,530.0,ETH,Africa,1381.0,Government of Ethiopia vs. AIAI,1994,2017,,329,Internal,2012,0.018102824040550327,25.0
2964,Ethiopia,530.0,ETH,Africa,2156.0,Government of Ethiopia vs. OLF,1989,2016,,413,Internal,2012,0.011595547309833023,25.0
2965,India,750.0,IND,Asia,835.0,Government of India vs. ABSU,2009,2013,,421,Internal,2012,0.00718562874251497,6.0
2966,India,750.0,IND,Asia,600.0,Government of India vs. ATTF,1992,2014,,335,Internal,2012,0.0016666666666666668,1.0
2967,India,750.0,IND,Asia,117.0,Government of India vs. GNLA,2010,2016,,11342,Internal,2012,0.23076923076923078,27.0
2968,India,750.0,IND,Asia,1030.0,Government of India vs. Government of Pakistan,1989,2017,,218,Interstate,2012,0.0048543689320388345,5.0
2969,Pakistan,770.0,PAK,Asia,789.0,Government of India vs. Government of Pakistan,1989,2017,,218,Interstate,2012,0.0012674271229404308,1.0
2970,India,750.0,IND,Asia,17671.0,Government of India vs. Kashmir insurgents,1989,2017,,364,Internal,2012,0.007979174919359403,141.0
2971,India,750.0,IND,Asia,491.0,Government of India vs. NSCN-IM,1992,2017,,251,Internal,2012,0.012219959266802444,6.0
2972,India,750.0,IND,Asia,6102.0,Government of India vs. PWG,2004,2017,,227,Internal,2012,0.03949524745984923,241.0
2973,India,750.0,IND,Asia,976.0,Government of India vs. UNLF,1992,2015,,347,Internal,2012,0.007172131147540984,7.0
2974,Iran,630.0,IRN,Middle East,1192.0,Government of Iran vs. MEK,2003,2012,,338,Internal,2012,0.014261744966442953,17.0
2975,Iraq,645.0,IRQ,Middle East,63030.0,Government of Iraq vs. SCIRI,2004,2017,,259,Internal,2012,0.00896398540377598,565.0
2976,Israel,666.0,ISR,Middle East,6262.0,"Government of Israel vs. PFLP, PFLP-GC",1989,2017,,234,Internal,2012,0.01165761737464069,73.0
2977,Mali,432.0,MLI,Africa,1601.0,Government of Mali vs. AQIM,2012,2017,,11347,Internal,2012,0.05434103685196752,87.0
2978,Mali,432.0,MLI,Africa,803.0,Government of Mali vs. MPA,2012,2017,,372,Internal,2012,0.16313823163138233,131.0
2979,Mauritania,435.0,MRT,Africa,24.0,Government of Mauritania vs. AQIM,2008,2012,,442,Internationalised internal,2012,0.041666666666666664,1.0
2980,Mali,432.0,MLI,Africa,44.0,Government of Mauritania vs. AQIM,2008,2012,,442,Internationalised internal,2012,0.0,0.0
2981,Mozambique,541.0,MOZ,Africa,4450.0,Government of Mozambique vs. Renamo,1989,2016,,332,Internationalised internal,2012,0.00044943820224719103,2.0
2982,Myanmar (Burma),775.0,MMR,Asia,1605.0,Government of Myanmar (Burma) vs. KIO,1989,2017,,231,Internal,2012,0.4373831775700935,702.0
2983,Myanmar (Burma),775.0,MMR,Asia,721.0,Government of Myanmar (Burma) vs. KNPP,1989,2017,,253,Internal,2012,0.020804438280166437,15.0
2984,Myanmar (Burma),775.0,MMR,Asia,4550.0,Government of Myanmar (Burma) vs. KNU,1989,2015,,221,Internal,2012,0.0008791208791208791,4.0
2985,Myanmar (Burma),775.0,MMR,Asia,2034.0,Government of Myanmar (Burma) vs. MTA,1996,2016,,264,Internal,2012,0.004916420845624385,10.0
2986,Myanmar (Burma),775.0,MMR,Asia,626.0,Government of Myanmar (Burma) vs. RSO,1991,2014,,223,Internal,2012,0.001597444089456869,1.0
2987,Nigeria,475.0,NGA,Africa,11894.0,Government of Nigeria vs. Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,2009,2017,,297,Internal,2012,0.06818563981839583,811.0
2988,Pakistan,770.0,PAK,Asia,1221.0,Government of Pakistan vs. BLA,2004,2017,,325,Internal,2012,0.09746109746109746,119.0
2989,Pakistan,770.0,PAK,Asia,28641.0,Government of Pakistan vs. MQM,2007,2017,,404,Internal,2012,0.09332774693621033,2673.0
2990,Philippines,840.0,PHL,Asia,7960.0,"Government of Philippines vs. CPP, Military faction (forces of Honasan, Abenina & Zumel)",1989,2017,,209,Internal,2012,0.0228643216080402,182.0
2991,Philippines,840.0,PHL,Asia,7999.0,Government of Philippines vs. MNLF,1990,2016,,308,Internal,2012,0.014251781472684086,114.0
2992,Russia,365.0,RUS,Europe,2946.0,Government of Russia (Soviet Union) vs. Forces of the Caucasus Emirate,2007,2017,,432,Internal,2012,0.17515274949083504,516.0
2993,Rwanda,517.0,RWA,Africa,5418.0,Government of Rwanda vs. FPR,2001,2017,,374,Internationalised internal,2012,0.0016611295681063123,9.0
2994,DR Congo (Zaire),490.0,COD,Africa,4159.0,Government of Rwanda vs. FPR,2001,2017,,374,Internationalised internal,2012,0.017792738639095935,74.0
2995,Senegal,433.0,SEN,Africa,1492.0,Government of Senegal vs. MFDC,1990,2013,,375,Internal,2012,0.012734584450402145,19.0
2996,Somalia,520.0,SOM,Africa,32049.0,"Government of Somalia vs. SNM, SPM",2008,2017,,337,Internal,2012,0.08256107834877843,2646.0
2997,South Sudan (merged with Sudan),626.0,SDN,Africa,368.0,Government of South Sudan vs. Government of Sudan,2012,2014,,11348,Interstate,2012,0.9972826086956522,367.0
2998,South Sudan (merged with Sudan),626.0,SDN,Africa,4639.0,"Government of South Sudan vs. SSDM/A, SSLM/A",2011,2012,,11345,Internal,2012,0.029532226773011424,137.0
2999,Sudan,625.0,SDN,Africa,49070.0,Government of Sudan vs. SPLM/A,2011,2017,,309,Internal,2012,0.02390462604442633,1173.0
3000,Syria,652.0,SYR,Middle East,123.0,Government of Syria vs. PYD,2012,2015,,13042,Interstate,2012,0.203252033,25.0
3001,Syria,652.0,SYR,Middle East,233084.0,Government of Syria vs. Syrian insurgents,2011,2017,,299,Interstate,2012,0.16509069699999998,38480.0
3002,Thailand,800.0,THA,Asia,1823.0,Government of Thailand vs. Patani insurgents,2003,2017,,423,Internal,2012,0.0718595721338453,131.0
3003,Turkey,640.0,TUR,Europe,29225.0,Government of Turkey vs. PKK,1989,2017,,354,Internal,2012,0.02775021385799829,811.0
3004,Uganda,500.0,UGA,Africa,10569.0,"Government of Uganda vs. LRA, UPA",1989,2017,,314,Internal,2012,0.0017977102847951557,19.0
3005,DR Congo (Zaire),490.0,COD,Africa,2903.0,"Government of Uganda vs. LRA, UPA",1996,2017,,314,Internal,2012,0.006544953496383052,19.0
3006,Afghanistan,700.0,AFG,Middle East,4767.0,Government of United States of America vs. al-Qaida,2001,2017,,418,Internationalised internal,2012,0.04719949653870359,225.0
3007,Yemen (North),678.0,YAR,Middle East,17391.0,Government of Yemen (North Yemen) vs. AQAP,2009,2017,,230,Internationalised internal,2012,0.13397734460353056,2330.0
3008,Albania,339.0,ALB,Europe,1.0,War in Afghanistan,2001,2017,,418,Interstate,2012,1.0,1.0
3009,Australia,900.0,AUS,Asia,41.0,War in Afghanistan,2001,2017,,418,Interstate,2012,0.17073170699999998,7.0
3010,France,220.0,FRA,Europe,86.0,War in Afghanistan,2001,2017,,418,Interstate,2012,0.093023256,8.0
3011,Georgia,372.0,GEO,Europe,29.0,War in Afghanistan,2001,2017,,418,Interstate,2012,0.24137931,7.0
3012,Italy,325.0,ITA,Europe,48.0,War in Afghanistan,2001,2017,,418,Interstate,2012,0.10416666699999999,5.0
3013,New Zealand,920.0,NZL,Asia,11.0,War in Afghanistan,2001,2017,,418,Interstate,2012,0.545454545,6.0
3014,Turkey,640.0,TUR,Europe,14.0,War in Afghanistan,2001,2017,,418,Interstate,2012,0.857142857,12.0
3015,United Kingdom,200.0,GBR,Europe,455.0,War in Afghanistan,2001,2017,,418,Interstate,2012,0.096703297,44.0
3016,United States,2.0,USA,Americas,2406.0,War in Afghanistan,2001,2017,,418,Interstate,2012,0.128844555,310.0
3017,United States,2.0,USA,Americas,4541.0,War in Iraq,2003,2017,,259,Interstate,2012,0.000220216,1.0
3018,Afghanistan,700.0,AFG,Middle East,178183.0,"Government of Afghanistan vs. Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1989,2016,,333,Internationalised internal,2013,0.04516704736142056,8048.0
3019,Algeria,615.0,DZA,Africa,18887.0,Government of Algeria vs. Takfir wa'l Hijra,1998,2017,,386,Internal,2013,0.0089479536188913,169.0
3020,Angola,540.0,AGO,Africa,30222.0,Government of Angola vs. UNITA,1989,2013,,327,Internationalised internal,2013,6.617695718350871e-05,2.0
3021,Azerbaijan,373.0,AZE,Europe,5465.0,Government of Azerbaijan vs. Republic of Artsakh,1991,2017,,388,Internationalised internal,2013,0.0021957913998170175,12.0
3022,Central African Republic,482.0,CAF,Africa,911.0,Government of Central African Republic vs. Military faction (forces of Andr? Kolingba),2012,2013,,416,Internationalised internal,2013,0.3567508232711306,325.0
